TransactionID,visitorType,visitLength,medium,city,hour,isMobile,itemQuantity,visitsToTransaction,daysToTransaction,month,Is_holiday,Is_gift,transactionRevenue.y,cMinPrice,cMaxPrice,cSumPrice,bMinPrice,bMaxPrice,bSumPrice,label
14912,Returning Visitor,-0.656067426,organic,Solapur,-0.13926323,No,0.252434377,-0.161669336,-0.30947959,1.035001553,1,1,1.048024771,-0.339325495,-0.370037412,-0.197236664,-0.329496565,-0.294321421,-0.209374158,1
14914,New Visitor,0.737994344,organic,London,0.408291553,Yes,-0.446841631,-0.299578032,-0.30947959,1.035001553,1,0,-0.166149256,-0.339325495,-0.370037412,-0.197236664,-0.329496565,-0.294321421,-0.154055853,0
14915,Returning Visitor,0.563439761,(none),Waltham Cross,0.545180249,No,-0.446841631,-0.265100858,-0.289826143,1.035001553,1,1,-0.396474131,-0.339325495,-0.370037412,-0.197236664,-0.329496565,-0.294321421,-0.112574043,0
14916,Returning Visitor,-0.189401092,(none),Bhubaneshwar,0.545180249,No,-0.446841631,-0.230623684,-0.19155891,1.035001553,1,0,-0.288550475,-0.339325495,-0.370037412,-0.197236664,-0.329496565,-0.294321421,-0.043419244,0
14917,Returning Visitor,-0.387704598,organic,Adliswil,0.818957641,No,-0.446841631,-0.299578032,-0.30947959,1.035001553,1,1,-0.066122454,-0.339325495,-0.370037412,-0.197236664,-0.351922669,-0.294321421,-0.015773928,0
14918,Returning Visitor,1.233951015,organic,Brasted,0.955846337,No,0.252434377,-0.299578032,-0.30947959,1.035001553,1,1,1.024301309,-0.339325495,-0.370037412,-0.197236664,-0.351922669,-0.294321421,-0.015773928,0
14919,Returning Visitor,-0.751854748,referral,Stuttgart,1.366512424,No,-0.446841631,0.045193708,0.967994441,1.035001553,1,1,0.085891964,-0.339325495,-0.370037412,-0.192672013,-0.351922669,-0.294321421,-0.015773928,1
14920,New Visitor,-0.904243669,(none),Melbourne,1.50340112,Yes,-0.446841631,-0.299578032,-0.30947959,1.035001553,1,0,-0.115477784,-0.339325495,-0.370037412,-0.183548421,-0.351922669,-0.294321421,-0.015773928,0
14921,Returning Visitor,0.067878905,(none),Chennai,1.50340112,No,-0.446841631,-0.265100858,-0.30947959,1.035001553,1,1,-0.490578294,-0.339325495,-0.370037412,-0.183548421,-0.351922669,-0.294321421,-0.015773928,0
14923,Returning Visitor,-0.198109031,referral,Floral Park,-1.234372797,Yes,0.951710384,-0.127192162,-0.25051925,1.035001553,1,0,2.327084606,-0.339325495,-0.370037412,-0.183548421,-0.351922669,-0.294321421,-0.015773928,0
14925,Returning Visitor,-0.02513771,organic,New York,-1.234372797,No,0.252434377,-0.230623684,-0.152252017,1.035001553,1,1,0.376035498,-0.339325495,-0.370037412,-0.183548421,-0.351922669,-0.294321421,-0.015773928,0
14926,Returning Visitor,-0.724147671,(none),Arlington,-0.823706709,No,-0.446841631,1.769052404,7.827047311,1.035001553,1,0,-0.370414516,-0.339325495,-0.370037412,-0.183548421,-0.351922669,-0.294321421,-0.015773928,0
14929,New Visitor,-0.967178315,(none),Pune,-0.276151926,No,0.252434377,-0.299578032,-0.30947959,1.035001553,1,0,0.810888861,-0.339325495,-0.370037412,-0.183548421,0.021845738,-0.209789317,-0.364259876,0
14931,Returning Visitor,-0.006138571,referral,Lowell,-0.13926323,No,-0.446841631,-0.127192162,3.188833909,1.035001553,1,0,0.272126076,0.026886791,-0.283738512,-0.20351049,0.021845738,-0.209789317,-0.364259876,1
14932,Returning Visitor,-0.573737827,referral,Riyadh,-0.13926323,No,0.252434377,-0.265100858,-0.19155891,1.035001553,1,1,0.261432422,0.026886791,-0.283738512,-0.20351049,0.021845738,-0.209789317,-0.364259876,0
14933,New Visitor,-0.913743238,(none),Evry,0.134514162,No,-0.446841631,-0.299578032,-0.30947959,1.035001553,1,0,-0.267492201,-0.015696033,-0.298121662,-0.193808038,0.09659942,-0.15343458,-0.336586888,0
14934,Returning Visitor,0.905028434,referral,Wolverhampton,0.545180249,No,1.650986392,-0.230623684,-0.289826143,1.035001553,1,0,0.776998201,-0.015696033,-0.298121662,-0.178398061,0.09659942,-0.097079844,-0.11523065,0
14935,Returning Visitor,-0.414224228,organic,Hausen,0.545180249,No,-0.446841631,-0.299578032,-0.30947959,1.035001553,1,1,0.982842832,-0.288226106,-0.298121662,-0.173948725,0.09659942,-0.097079844,0.106014896,0
14936,Returning Visitor,-0.640234811,organic,Adelaide,0.682068945,No,-0.446841631,-0.265100858,-0.30947959,1.035001553,1,0,-0.166807327,-0.288226106,-0.298121662,-0.169499389,0.09659942,-0.097079844,0.106014896,1
14940,Returning Visitor,-0.958074561,organic,Kuwait City,0.955846337,Yes,0.252434377,0.734737186,-0.112945124,1.035001553,1,1,0.491132128,-0.288226106,-0.298121662,-0.162652413,0.09659942,-0.097079844,0.106014896,0
